id,parent_id,name,name_en,area
220309,2203,ทุ่งเบญจา,THUNG BENCHA,
220311,2203,รำพัน,RAMPHAN,
220312,2203,โขมง,KHAMONG,
220313,2203,ตะกาดเง้า,TAKAT NGAO,
220314,2203,คลองขุด,KHLONG KHUT,
220314,2203,คลองขุด,KHLONG KHUT,
220324,2203,เขาแก้ว,KHAO KAEO,
220401,2204,ทับไทร,THAP SAI,
220402,2204,โป่งน้ำร้อน,PONG NAM RON,
220404,2204,หนองตาคง,NONG TA KHONG,
220409,2204,เทพนิมิต,THEP NIMIT,
220410,2204,คลองใหญ่,KHLONG YAI,
220501,2205,มะขาม,MAKHAM,
220502,2205,ท่าหลวง,THA LUANG,
220503,2205,ปัถวี,PATTHAWI,
220504,2205,วังแซ้ม,WANG SAEM,
220506,2205,ฉมัน,CHAMAN,
220508,2205,อ่างคีรี,ANG KHIRI,
220601,2206,ปากน้ำแหลมสิงห์,PAK NAM LAEM SING,
220602,2206,เกาะเปริด,KO PROET,
220602,2206,เกาะเปริด,KO PROET,
220602,2206,เกาะเปริด,KO PROET,
220603,2206,หนองชิ่ม,NONG CHIM,
220604,2206,พลิ้ว,PHLIO,
220605,2206,คลองน้ำเค็ม,KHLONG NAM KHEM,
220606,2206,บางสระเก้า,BANG SA KAO,
220607,2206,บางกะไชย,BANG KACHAI,
220607,2206,บางกะไชย,BANG KACHAI,
220607,2206,บางกะไชย,BANG KACHAI,
220701,2207,ปะตง,PATONG,
220702,2207,ทุ่งขนาน,THUNG KHANAN,
220703,2207,ทับช้าง,THAP CHANG,
220704,2207,ทรายขาว,SAI KHAO,
220705,2207,สะตอน,SATON,
220801,2208,แก่งหางแมว,KAENG HANG MAEO,
220802,2208,ขุนซ่อง,KHUN SONG,
220803,2208,สามพี่น้อง,SAM PHI NONG,
220804,2208,พวา,PHAWA,
220805,2208,เขาวงกต,KHAO WONGKOT,
220901,2209,นายายอาม,NA YAI AM,
220902,2209,วังโตนด,WANG TANOT,
220903,2209,กระแจะ,KRACHAE,
220904,2209,สนามไชย,SANAM CHAI,
220905,2209,ช้างข้าม,CHANG KHAM,
220906,2209,วังใหม่,WANG MAI,
221001,2210,ชากไทย,CHAK THAI,
221002,2210,พลวง,PHLUANG,
221003,2210,ตะเคียนทอง,TAKHIAN THONG,
221004,2210,คลองพลู,KHLONG PHLU,
221005,2210,จันทเขลม,CHANTHAKHLEM,
230101,2301,บางพระ,BANG PHRA,
230102,2301,หนองเสม็ด,NONG SAMET,
230103,2301,หนองโสน,NONG SANO,
230104,2301,หนองคันทรง,NONG KHAN SONG,
230105,2301,ห้วงน้ำขาว,HUANG NAM KHAO,
230106,2301,อ่าวใหญ่,AO YAI,
230107,2301,วังกระแจะ,WANG KRACHAE,
230108,2301,ห้วยแร้ง,HUAI RAENG,
230109,2301,เนินทราย,NOEN SAI,
230110,2301,ท่าพริก,THA PHRIK,
230110,2301,ท่าพริก,THA PHRIK,
230111,2301,ท่ากุ่ม,THA KUM,
230112,2301,ตะกาง,TAKANG,
230113,2301,ชำราก,CHAM RAK,
230114,2301,แหลมกลัด,LAEM KLAT,
230201,2302,คลองใหญ่,KHLONG YAI,
230202,2302,ไม้รูด,MAI RUT,
230203,2302,หาดเล็ก,HAT LEK,
230301,2303,เขาสมิง,KHAO SAMING,
230302,2303,แสนตุ้ง,SAEN TUNG,
230303,2303,วังตะเคียน,WANG TAKHIAN,
230304,2303,ท่าโสม,THA SOM,
230305,2303,สะตอ,SATO,
230306,2303,ประณีต,PRANIT,
230307,2303,เทพนิมิต,THEP NIMIT,
230308,2303,ทุ่งนนทรี,THUNG NONSI,
230401,2304,บ่อพลอย,BO PHLOI,
230402,2304,ช้างทูน,CHANG THUN,
230403,2304,ด่านชุมพล,DAN CHUMPHON,
230404,2304,หนองบอน,NONG BON,
230405,2304,นนทรีย์,NONSI,
230501,2305,แหลมงอบ,LAEM NGOP,
230502,2305,น้ำเชี่ยว,NAM CHIAO,
230503,2305,บางปิด,BANG PIT,
230503,2305,บางปิด,BANG PIT,
230503,2305,บางปิด,BANG PIT,
230507,2305,คลองใหญ่,KHLONG YAI,
230507,2305,คลองใหญ่,KHLONG YAI,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230601,2306,เกาะหมาก,KO MAK,
230602,2306,เกาะกูด,KO KUT,
230602,2306,เกาะกูด,KO KUT,
230602,2306,เกาะกูด,KO KUT,
230701,2307,เกาะช้าง,KO CHANG,
230701,2307,เกาะช้าง,KO CHANG,
230701,2307,เกาะช้าง,KO CHANG,
230701,2307,เกาะช้าง,KO CHANG,
230701,2307,เกาะช้าง,KO CHANG,
230701,2307,เกาะช้าง,KO CHANG,
230701,2307,เกาะช้าง,KO CHANG,
230701,2307,เกาะช้าง,KO CHANG,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
230702,2307,เกาะช้างใต้,KO CHANG TAI,
240101,2401,หน้าเมือง,NA MUEANG,
240102,2401,ท่าไข่,THA KHAI,
240103,2401,บ้านใหม่,BAN MAI,
240104,2401,คลองนา,KHLONG NA,
240105,2401,บางตีนเป็ด,BANG TIN PET,
240106,2401,บางไผ่,BANG PHAI,
240107,2401,คลองจุกกระเฌอ,KHLONG CHUK KHACHOE,
240108,2401,บางแก้ว,BANG KAEO,
240109,2401,บางขวัญ,BANG KHWAN,
240110,2401,คลองนครเนื่องเขต,KHLONG NAKHON NUEANG KHET,
240111,2401,วังตะเคียน,WANG TAKHIAN,
240112,2401,โสธร,SOTHON,
240113,2401,บางพระ,BANG PHRA,
240114,2401,บางกะไห,BANG KAHAI,
240115,2401,หนามแดง,NAM DAENG,
240116,2401,คลองเปรง,KHLONG PRENG,
240117,2401,คลองอุดมชลจร,KHLONG UDOM CHONLACHON,
240118,2401,คลองหลวงแพ่ง,KHLONG LUANG PHAENG,
240119,2401,บางเตย,BANG TOEI,
240201,2402,บางคล้า,BANG KHLA,
240204,2402,บางสวน,BANG SUAN,
240208,2402,บางกระเจ็ด,BANG KRACHET,
240209,2402,ปากน้ำ,PAK NAM,
240210,2402,ท่าทองหลาง,THA THONG LANG,
240211,2402,สาวชะโงก,SAO CHA-NGO,
240212,2402,เสม็ดเหนือ,SAMET NUEA,
240213,2402,เสม็ดใต้,SAMET TAI,
240214,2402,หัวไทร,HUA SAI,
240301,2403,บางน้ำเปรี้ยว,BANG NAM PRIAO,
240302,2403,บางขนาก,BANG KHANAK,
240303,2403,สิงโตทอง,SINGTO THONG,
240304,2403,หมอนทอง,MON THONG,
240305,2403,บึงน้ำรักษ์,BUENG NAM RAK,
240306,2403,ดอนเกาะกา,DON KO KA,
240307,2403,โยธะกา,YOTHAKA,
240308,2403,ดอนฉิมพลี,DON CHIMPHLI,
240309,2403,ศาลาแดง,SALA DAENG,
240310,2403,โพรงอากาศ,PHRONG AKAT,
240401,2404,บางปะกง,BANG PAKONG,
240402,2404,ท่าสะอ้าน,THA SA-AN,
240403,2404,บางวัว,BANG WUA,
240404,2404,บางสมัคร,BANG SAMAK,
240405,2404,บางผึ้ง,BANG PHUENG,
240406,2404,บางเกลือ,BANG KLUEA,
240407,2404,สองคลอง,SONG KHLONG,
240408,2404,หนองจอก,NONG CHOK,
240409,2404,พิมพา,PHIMPHA,
240410,2404,ท่าข้าม,THA KHAM,
240411,2404,หอมศีล,HOM SIN,
240412,2404,เขาดิน,KHAO DIN,
240501,2405,บ้านโพธิ์,BAN PHO,
240502,2405,เกาะไร่,KO RAI,
240503,2405,คลองขุด,KHLONG KHUT,
240504,2405,คลองบ้านโพธิ์,KHLONG BAN PHO,
240505,2405,คลองประเวศ,KHLONG PRAWET,
240506,2405,ดอนทราย,DON SAI,
240507,2405,เทพราช,THEPPHARAT,
240508,2405,ท่าพลับ,THA PHLAP,
240509,2405,หนองตีนนก,NONG TIN NOK,
240510,2405,หนองบัว,NONG BUA,
240511,2405,บางซ่อน,BANG SON,
240512,2405,บางกรูด,BANG KRUT,
240513,2405,แหลมประดู่,LAEM PRADU,
240514,2405,ลาดขวาง,LAT KHWANG,
240515,2405,สนามจันทร์,SANAM CHAN,
240516,2405,แสนภูดาษ,SAEN PHU DAT,
240517,2405,สิบเอ็ดศอก,SIP ET SOK,
240601,2406,เกาะขนุน,KO KHANUN,
240602,2406,บ้านซ่อง,BAN SONG,
240603,2406,พนมสารคาม,PHANOM SARAKHAM,
240604,2406,เมืองเก่า,MUEANG KAO,
240605,2406,หนองยาว,NONG YAO,
240606,2406,ท่าถ่าน,THA THAN,
240607,2406,หนองแหน,NONG NAE,
240608,2406,เขาหินซ้อน,KHAO HIN SON,
240701,2407,บางคา,BANG KHA,
240702,2407,เมืองใหม่,MUEANG MAI,
240703,2407,ดงน้อย,DONG NOI,
240801,2408,คู้ยายหมี,KHU YAI MI,
240802,2408,ท่ากระดาน,THA KRADAN,
240803,2408,ทุ่งพระยา,THUNG PHRAYA,
240805,2408,ลาดกระทิง,LAT KRATHING,
240901,2409,แปลงยาว,PLAENG YAO,
240902,2409,วังเย็น,WANG YEN,
240903,2409,หัวสำโรง,HUA SAMRONG,
240904,2409,หนองไม้แก่น,NONG MAI KAEN,
241001,2410,ท่าตะเกียบ,THA TAKIAP,
241002,2410,คลองตะเกรา,KHLONG TAKRAO,
241101,2411,ก้อนแก้ว,KON KAEO,
241102,2411,คลองเขื่อน,KHLONG KHUEAN,
241103,2411,บางเล่า,BANG LAO,
241104,2411,บางโรง,BANG RONG,
241105,2411,บางตลาด,BANG TALAT,
250101,2501,หน้าเมือง,NA MUEANG,
250102,2501,รอบเมือง,ROP MUEANG,
250103,2501,วัดโบสถ์,WAT BOT,
250104,2501,บางเดชะ,BANG DECHA,
250105,2501,ท่างาม,THA NGAM,
250106,2501,บางบริบูรณ์,BANG BORIBUN,
250107,2501,ดงพระราม,DONG PHRARAM,
250108,2501,บ้านพระ,BAN PHRA,
250109,2501,โคกไม้ลาย,KHOK MAI LAI,
250110,2501,ไม้เค็ด,MAI KHET,
250111,2501,ดงขี้เหล็ก,DONG KHI LEK,
250112,2501,เนินหอม,NOEN HOM,
250113,2501,โนนห้อม,NON HOM,
250201,2502,กบินทร์,KABIN,
250202,2502,เมืองเก่า,MUEANG KAO,
250203,2502,วังดาล,WANG DAN,
250204,2502,นนทรี,NONSI,
250205,2502,ย่านรี,YAN RI,
250206,2502,วังตะเคียน,WANG TAKHIAN,
250207,2502,หาดนางแก้ว,HAT NANG KAEO,
250208,2502,ลาดตะเคียน,LAT TAKHIAN,
250209,2502,บ้านนา,BAN NA,
250210,2502,บ่อทอง,BO THONG,
250211,2502,หนองกี่,NONG KI,
250212,2502,นาแขม,NA KHAEM,
250213,2502,เขาไม้แก้ว,KHAO MAI KAEO,
250214,2502,วังท่าช้าง,WANG THA CHANG,
250301,2503,นาดี,NA DI,
250302,2503,สำพันตา,SAM PHAN TA,
250303,2503,สะพานหิน,SAPHAN HIN,
250304,2503,ทุ่งโพธิ์,THUNG PHO,
250305,2503,แก่งดินสอ,KAENG DINSO,
250306,2503,บุพราหมณ์,BU PHRAM,
250601,2506,บ้านสร้าง,BAN SANG,
250602,2506,บางกระเบา,BANG KRABAO,
250603,2506,บางเตย,BANG TOEI,
250604,2506,บางยาง,BANG YANG,
250605,2506,บางแตน,BANG TAEN,
250606,2506,บางพลวง,BANG PHLUANG,
250607,2506,บางปลาร้า,BANG PLA RA,
250608,2506,บางขาม,BANG KHAM,
250609,2506,กระทุ่มแพ้ว,KRATHUM PHAEO,
250701,2507,ประจันตคาม,PRACHANTAKHAM,
250702,2507,เกาะลอย,KO LOI,
250703,2507,บ้านหอย,BAN HOI,
250704,2507,หนองแสง,NONG SAENG,
250705,2507,ดงบัง,DONG BANG,
250706,2507,คำโตนด,KHAM TANOT,
250707,2507,บุฝ้าย,BU FAI,
250708,2507,หนองแก้ว,NONG KAEO,
250709,2507,โพธิ์งาม,PHO NGAM,
250801,2508,ศรีมหาโพธิ,SI MAHAPHO,
250802,2508,สัมพันธ์,SAMPHAN,
250803,2508,บ้านทาม,BAN THAM,
250804,2508,ท่าตูม,THA TUM,
250805,2508,บางกุ้ง,BANG KUNG,
250806,2508,ดงกระทงยาม,DONG KRATHONG YAM,
250807,2508,หนองโพรง,NONG PHRONG,
250808,2508,หัวหว้า,HUA WA,
250809,2508,หาดยาง,HAT YANG,
250810,2508,กรอกสมบูรณ์,KROK SOMBUN,
250901,2509,โคกปีบ,KHOK PIP,
250902,2509,โคกไทย,KHOK THAI,
250903,2509,คู้ลำพัน,KHU LAMPHAN,
250904,2509,ไผ่ชะเลือด,PHAI CHALUEAT,
260101,2601,นครนายก,NAKHON NAYOK,
260102,2601,ท่าช้าง,THA CHANG,
260103,2601,บ้านใหญ่,BAN YAI,
260104,2601,วังกระโจม,WANG KRACHOM,
260105,2601,ท่าทราย,THA SAI,
260106,2601,ดอนยอ,DON YO,
260107,2601,ศรีจุฬา,SI CHULA,
260108,2601,ดงละคร,DONG LAKHON,
260109,2601,ศรีนาวา,SI NAWA,
260110,2601,สาริกา,SARIKA,
260111,2601,หินตั้ง,HIN TANG,
260112,2601,เขาพระ,KHAO PHRA,
260113,2601,พรหมณี,PHROMMANI,
260201,2602,เกาะหวาย,KO WAI,
260202,2602,เกาะโพธิ์,KO PHO,
260203,2602,ปากพลี,PAK PHLI,
260204,2602,โคกกรวด,KHOK KRUAT,
260205,2602,ท่าเรือ,THA RUEA,
260206,2602,หนองแสง,NONG SAENG,
260207,2602,นาหินลาด,NA HIN LAT,
260301,2603,บ้านนา,BAN NA,
260302,2603,บ้านพร้าว,BAN PHRAO,
260303,2603,บ้านพริก,BAN PHRIK,
260304,2603,อาษา,ASA,
260305,2603,ทองหลาง,THONG LANG,
260306,2603,บางอ้อ,BANG O,
260307,2603,พิกุลออก,PHIKUN OK,
260308,2603,ป่าขะ,PA KHA,
260309,2603,เขาเพิ่ม,KHAO PHOEM,
260310,2603,ศรีกะอาง,SI KA-ANG,
260401,2604,พระอาจารย์,PHRA ACHAN,
260402,2604,บึงศาล,BUENG SAN,
260403,2604,ศีรษะกระบือ,SISA KRABUE,
260404,2604,โพธิ์แทน,PHO THAEN,
260405,2604,บางสมบูรณ์,BANG SOMBUN,
260406,2604,ทรายมูล,SAI MUN,
260407,2604,บางปลากด,BANG PLA KOT,
260408,2604,บางลูกเสือ,BANG LUK SUEA,
260409,2604,องครักษ์,ONGKHARAK,
260410,2604,ชุมพล,CHUMPHON,
260411,2604,คลองใหญ่,KHLONG YAI,
270101,2701,สระแก้ว,SA KAEO,
270102,2701,บ้านแก้ง,BAN KAENG,
270103,2701,ศาลาลำดวน,SALA LAMDUAN,
270104,2701,โคกปี่ฆ้อง,KHOK PI KHONG,
270105,2701,ท่าแยก,THA YAEK,
270106,2701,ท่าเกษม,THA KASEM,
270108,2701,สระขวัญ,SA KHWAN,
270111,2701,หนองบอน,NONG BON,
270201,2702,คลองหาด,KHLONG HAT,
270202,2702,ไทยอุดม,THAI UDOM,
270203,2702,ซับมะกรูด,SAP MAKRUT,
270204,2702,ไทรเดี่ยว,SAI DIAO,
270205,2702,คลองไก่เถื่อน,KHLONG KAI THUEAN,
270206,2702,เบญจขร,BENCHAKHON,
270207,2702,ไทรทอง,SAI THONG,
270301,2703,ตาพระยา,TA PHRAYA,
270302,2703,ทัพเสด็จ,THAP SADET,
270306,2703,ทัพราช,THAPPHARAT,
270307,2703,ทัพไทย,THAP THAI,
270309,2703,โคคลาน,KHOT LAN,
270401,2704,วังน้ำเย็น,WANG NAM YEN,
270403,2704,ตาหลังใน,TA LANG NAI,
270405,2704,คลองหินปูน,KHLONG HIN PUN,
270406,2704,ทุ่งมหาเจริญ,THUNG MAHACHAROEN,
270501,2705,วัฒนานคร,WATTHANA NAKHON,
270502,2705,ท่าเกวียน,THA KWIAN,
270503,2705,ผักขะ,PHAK KHA,
270504,2705,โนนหมากเค็ง,NON MAK KHENG,
270505,2705,หนองน้ำใส,NONG NAM SAI,
270506,2705,ช่องกุ่ม,CHONG KUM,
270507,2705,หนองแวง,NONG WAENG,
270508,2705,แซร์ออ,SAE-O,
270509,2705,หนองหมากฝ้าย,NONG MAK FAI,
270510,2705,หนองตะเคียนบอน,NONG TAKHIAN BON,
270511,2705,ห้วยโจด,HUAI CHOT,
270601,2706,อรัญประเทศ,ARANYA PRATHET,
270602,2706,เมืองไผ่,MUEANG PHAI,
270603,2706,หันทราย,HAN SAI,
270604,2706,คลองน้ำใส,KHLONG NAM SAI,
270605,2706,ท่าข้าม,THA KHAM,
270606,2706,ป่าไร่,PA RAI,
270607,2706,ทับพริก,THAP PHRIK,
270608,2706,บ้านใหม่หนองไทร,BAN MAI NONG SAI,
270609,2706,ผ่านศึก,PHAN SUEK,
270610,2706,หนองสังข์,NONG SANG,
270611,2706,คลองทับจันทร์,KHLONG THAP CHAN,
270612,2706,ฟากห้วย,FAK HUAI,
270613,2706,บ้านด่าน,BAN DAN,
270701,2707,เขาฉกรรจ์,KHAO CHAKAN,
270702,2707,หนองหว้า,NONG WA,
270703,2707,พระเพลิง,PHRA PHLOENG,
270704,2707,เขาสามสิบ,KHAO SAM SIP,
270801,2708,โคกสูง,KHOK SUNG,
270802,2708,หนองม่วง,NONG MUANG,
270803,2708,หนองแวง,NONG WAENG,
270804,2708,โนนหมากมุ่น,NON MAK MUN,
270901,2709,วังสมบูรณ์,WANG SOMBUN,
270902,2709,วังใหม่,WANG MAI,
270903,2709,วังทอง,WANG THONG,
300101,3001,ในเมือง,NAI MUEANG,
300102,3001,โพธิ์กลาง,PHO KLANG,
300103,3001,หนองจะบก,NONG CHABOK,
300104,3001,โคกสูง,KHOK SUNG,
300105,3001,มะเริง,MAROENG,
300106,3001,หนองระเวียง,NONG RAWIANG,
300107,3001,ปรุใหญ่,PRU YAI,
300108,3001,หมื่นไวย,MUEN WAI,
300109,3001,พลกรัง,PHON KRANG,
300110,3001,หนองไผ่ล้อม,NONG PHAI LOM,
300111,3001,หัวทะเล,HUA THALE,
300112,3001,บ้านเกาะ,BAN KO,
300113,3001,บ้านใหม่,BAN MAI,
300114,3001,พุดซา,PHUTSA,
300115,3001,บ้านโพธิ์,BAN PHO,
300116,3001,จอหอ,CHO HO,
300117,3001,โคกกรวด,KHOK KRUAT,
300118,3001,ไชยมงคล,CHAI MONGKHON,
300119,3001,หนองบัวศาลา,NONG BUA SALA,
300120,3001,สุรนารี,SURANARI,
300121,3001,สีมุม,SI MUM,
300122,3001,ตลาด,TALAT,
300123,3001,พะเนา,PHANAO,
300124,3001,หนองกระทุ่ม,NONG KRATHUM,
300125,3001,หนองไข่น้ำ,NONG KHAI NAM,
300201,3002,แชะ,CHAE,
300202,3002,เฉลียง,CHALIANG,
300203,3002,ครบุรี,KHON BURI,
300204,3002,โคกกระชาย,KHOK KRACHAI,
300205,3002,จระเข้หิน,CHORAKHE HIN,
300206,3002,มาบตะโกเอน,MAP TAKO EN,
300207,3002,อรพิมพ์,ORAPHIM,
300208,3002,บ้านใหม่,BAN MAI,
300209,3002,ลำเพียก,LAMPHIAK,
300210,3002,ครบุรีใต้,KHON BURI TAI,
300211,3002,ตะแบกบาน,TABAEK BAN,
300212,3002,สระว่านพระยา,SA WAN PHRAYA,
300301,3003,เสิงสาง,SOENG SANG,
300302,3003,สระตะเคียน,SA TAKHIAN,
300303,3003,โนนสมบูรณ์,NON SOMBUN,
300304,3003,กุดโบสถ์,KUT BOT,
300305,3003,สุขไพบูลย์,SUK PHAIBUN,
300306,3003,บ้านราษฎร์,BAN RAT,
300401,3004,เมืองคง,MUEANG KHONG,
300402,3004,คูขาด,KHU KHAT,
300403,3004,เทพาลัย,THEPHALAI,
300404,3004,ตาจั่น,TA CHAN,
300405,3004,บ้านปรางค์,BAN PRANG,
300406,3004,หนองมะนาว,NONG MANAO,
300407,3004,หนองบัว,NONG BUA,
300408,3004,โนนเต็ง,NON TENG,
300409,3004,ดอนใหญ่,DON YAI,
300410,3004,ขามสมบูรณ์,KHAM SOMBUN,
300501,3005,บ้านเหลื่อม,BAN LUEAM,
300502,3005,วังโพธิ์,WANG PHO,
300503,3005,โคกกระเบื้อง,KHOK KRABUEANG,
300504,3005,ช่อระกา,CHO RAKA,
300601,3006,จักราช,CHAKKARAT,
300603,3006,ทองหลาง,THONG LANG,
300604,3006,สีสุก,SI SUK,
300605,3006,หนองขาม,NONG KHAM,
300607,3006,หนองพลวง,NONG PHLUANG,
300610,3006,ศรีละกอ,SI LAKO,
300611,3006,คลองเมือง,KHLONG MUEANG,
300613,3006,หินโคน,HIN KHON,
300701,3007,กระโทก,KRATHOK,
300702,3007,พลับพลา,PHLAPPHLA,
300703,3007,ท่าอ่าง,THA ANG,
300704,3007,ทุ่งอรุณ,THUNG ARUN,
300705,3007,ท่าลาดขาว,THA LAT KHAO,
300706,3007,ท่าจะหลุง,THA CHALUNG,
300707,3007,ท่าเยี่ยม,THA YIAM,
300708,3007,โชคชัย,CHOK CHAI,
300709,3007,ละลมใหม่พัฒนา,LALOM MAI PHATTHANA,
300710,3007,ด่านเกวียน,DAN KWIAN,
300801,3008,กุดพิมาน,KUT PHIMAN,
300802,3008,ด่านขุนทด,DAN KHUN THOT,
300803,3008,ด่านนอก,DAN NOK,
300804,3008,ด่านใน,DAN NAI,
300805,3008,ตะเคียน,TAKHIAN,
300806,3008,บ้านเก่า,BAN KAO,
300807,3008,บ้านแปรง,BAN PRAENG,
300808,3008,พันชนะ,PHAN CHANA,
300809,3008,สระจรเข้,SA CHORAKHE,
300810,3008,หนองกราด,NONG KRAT,
300811,3008,หนองบัวตะเกียด,NONG BUA TAKIAT,
300812,3008,หนองบัวละคร,NONG BUA LAKHON,
300813,3008,หินดาด,HIN DAT,
300815,3008,ห้วยบง,HUAI BONG,
300817,3008,โนนเมืองพัฒนา,NON MUEANG PHATTHANA,
300818,3008,หนองไทร,NONG SAI,
300901,3009,โนนไทย,NON THAI,
300902,3009,ด่านจาก,DAN CHAK,
300903,3009,กำปัง,KAMPANG,
300904,3009,สำโรง,SAMRONG,
300905,3009,ค้างพลู,KHANG PHLU,
300906,3009,บ้านวัง,BAN WANG,
300907,3009,บัลลังก์,BANLANG,
300908,3009,สายออ,SAI-O,
300909,3009,ถนนโพธิ์,THANON PHO,
300914,3009,มะค่า,MAKHA,
301001,3010,โนนสูง,NON SUNG,
301002,3010,ใหม่,MAI,
301003,3010,โตนด,TANOT,
301004,3010,บิง,BING,
301005,3010,ดอนชมพู,DON CHOMPHU,
301006,3010,ธารปราสาท,THAN PRASAT,
301007,3010,หลุมข้าว,LUM KHAO,
301008,3010,มะค่า,MAKHA,
301009,3010,พลสงคราม,PHON SONGKHRAM,
301010,3010,จันอัด,CHAN-AT,
301011,3010,ขามเฒ่า,KHAM THAO,
301012,3010,ด่านคล้า,DAN KHLA,
301013,3010,ลำคอหงษ์,LAM KHO HONG,
301014,3010,เมืองปราสาท,MUEANG PRASAT,
301015,3010,ดอนหวาย,DON WAI,
301016,3010,ลำมูล,LAMMUN,
301101,3011,ขามสะแกแสง,KHAM SAKAE SAENG,
301102,3011,โนนเมือง,NON MUEANG,
301103,3011,เมืองนาท,MUEANG NAT,
301104,3011,ชีวึก,CHIWUEK,
301105,3011,พะงาด,PHANGAT,
301106,3011,หนองหัวฟาน,NONG HUA FAN,
301107,3011,เมืองเกษตร,MUEANG KASET,
301201,3012,บัวใหญ่,BUA YAI,
301203,3012,ห้วยยาง,HUAI YANG,
301204,3012,เสมาใหญ่,SEMA YAI,
301206,3012,ดอนตะหนิน,DON TANIN,
301207,3012,หนองบัวสะอาด,NONG BUA SA-AT,
301208,3012,โนนทองหลาง,NON THONG LANG,
301214,3012,กุดจอก,KUT CHOK,
301215,3012,ด่านช้าง,DAN CHANG,
301220,3012,ขุนทอง,KHUN THONG,
301224,3012,หนองแจ้งใหญ่,NONG CHAENG YAI,
301301,3013,ประทาย,PRATHAI,
301303,3013,กระทุ่มราย,KRATHUM RAI,
301304,3013,วังไม้แดง,WANG MAI DAENG,
301306,3013,ตลาดไทร,TALAT SAI,
301307,3013,หนองพลวง,NONG PHLUANG,
301308,3013,หนองค่าย,NONG KHAI,
301309,3013,หันห้วยทราย,HAN HUAI SAI,
301310,3013,ดอนมัน,DON MAN,
301313,3013,นางรำ,NANG RAM,
301314,3013,โนนเพ็ด,NON PHET,
301315,3013,ทุ่งสว่าง,THUNG SAWANG,
301317,3013,โคกกลาง,KHOK KLANG,
301318,3013,เมืองโดน,MUEANG DON,
301401,3014,เมืองปัก,MUEANG PAK,
301402,3014,ตะคุ,TAKHU,
301403,3014,โคกไทย,KHOK THAI,
301404,3014,สำโรง,SAMRONG,
301405,3014,ตะขบ,TAKHOP,
301406,3014,นกออก,NOK OK,
301407,3014,ดอน,DON,
301409,3014,ตูม,TUM,
301410,3014,งิ้ว,NGIO,
301411,3014,สะแกราช,SAKAE RAT,
301412,3014,ลำนางแก้ว,LAM NANG KAEO,
301416,3014,ภูหลวง,PHU LUANG,
301417,3014,ธงชัยเหนือ,THONG CHAI NUEA,
301418,3014,สุขเกษม,SUK KASEM,
301419,3014,เกษมทรัพย์,KASEM SAP,
301420,3014,บ่อปลาทอง,BO PLA THONG,
301501,3015,ในเมือง,NAI MUEANG,
301502,3015,สัมฤทธิ์,SAMRIT,
301503,3015,โบสถ์,BOT,
301504,3015,กระเบื้องใหญ่,KRABUEANG YAI,
301505,3015,ท่าหลวง,THA LUANG,
301506,3015,รังกาใหญ่,RANG KA YAI,
301507,3015,ชีวาน,CHIWAN,
301508,3015,นิคมสร้างตนเอง,NIKHOM SANG TON-ENG,
301509,3015,กระชอน,KRACHON,
301510,3015,ดงใหญ่,DONG YAI,
301511,3015,ธารละหลอด,THAN LALOT,
301512,3015,หนองระเวียง,NONG RAWIANG,
301601,3016,ห้วยแถลง,HUAI THALAENG,
301602,3016,ทับสวาย,THAP SAWAI,
301603,3016,เมืองพลับพลา,MUEANG PHLAPPHLA,
301604,3016,หลุ่งตะเคียน,LUNG TAKHIAN,
301605,3016,หินดาด,HIN DAT,
301606,3016,งิ้ว,NGIO,
301607,3016,กงรถ,KONG ROT,
301608,3016,หลุ่งประดู่,LUNG PRADU,
